Id,Divorce Date,Divorce Type,Nationality Female,DOB Female,Age Female,Occupation Female,Income Female,Marriage Date,Education Female,Employment Female,Marriage Year,Number Children,Zodiac_Sign
841,19/3/10,Necessary,American,1976/02/16,34.0,Homemaker,10000.0,22/7/00,Professional,Employer,9.0,2.0,Aquarius
842,19/3/14,Voluntary,American,2063/10/18,50.0,Professor,26693.0,30/6/87,Professional,Employer,26.0,1.0,Libra
843,19/4/07,Necessary,American,2066/10/17,40.0,Masters Degree,9000.0,24/9/88,Professional,Employer,18.0,2.0,Libra
844,19/4/07,Necessary,American,2063/02/07,43.0,Nurse,25000.0,18/5/91,Professional,Employer,15.0,2.0,Aquarius
845,19/4/10,Necessary,American,2061/12/24,48.0,Homemaker,10000.0,15/5/87,Professional,Employer,23.0,4.0,Capricorn
846,19/5/04,Voluntary,American,1976/05/08,27.0,Homemaker,1600.0,1/12/95,Secondary School,Employer,8.0,2.0,Taurus
847,19/5/04,Voluntary,American,2060/01/15,44.0,Homemaker,6000.0,8/4/89,Professional,Employer,15.0,2.0,Capricorn
848,19/5/09,Necessary,American,2069/08/06,39.0,Homemaker,20000.0,2/7/94,Professional,Employer,2.0,2.0,Leo
849,19/5/10,Necessary,American,2067/06/03,43.0,Homemaker,9000.0,1/7/92,Professional,Employer,10.0,2.0,Gemini
850,19/6/03,Voluntary,American,2061/09/03,42.0,Homemaker,8000.0,21/2/97,Professional,Employer,6.0,1.0,Virgo
851,19/6/03,Necessary,American,2069/10/17,33.0,Homemaker,6000.0,6/3/93,Professional,Employer,10.0,2.0,Libra
852,19/7/01,Voluntary,American,1976/02/19,25.0,Homemaker,5000.0,11/6/94,Professional,Employer,7.0,1.0,Pisces
853,19/7/11,Necessary,American,1979/01/06,32.0,Consultant,5000.0,24/9/09,Professional,Employer,1.0,2.0,Capricorn
854,19/7/11,Necessary,American,2071/02/13,40.0,Dentist,7000.0,29/7/95,Professional,Employer,15.0,2.0,Aquarius
855,19/8/03,Voluntary,American,2068/02/01,35.0,Homemaker,5000.0,8/3/97,Professional,Employer,6.0,1.0,Aquarius
856,19/8/04,Voluntary,American,1976/11/23,27.0,Psychologist,4300.0,19/3/99,Professional,Employer,5.0,1.0,Sagittarius
857,19/8/05,Necessary,American,2052/01/15,53.0,Secretary,12500.0,1/10/86,Professional,Employer,19.0,2.0,Capricorn
858,19/8/08,Necessary,American,1977/11/19,30.0,Homemaker,6500.0,15/4/05,High School,Employer,30.0,1.0,Scorpio
859,19/9/00,Voluntary,American,2070/08/06,30.0,Homemaker,5.0,26/2/91,High School,Employer,2.0,2.0,Leo
860,19/9/01,Voluntary,American,2063/07/26,38.0,Homemaker,2800.0,11/12/91,Secondary School,Employer,9.0,1.0,Leo
861,19/9/05,Necessary,American,2070/02/25,35.0,Homemaker,1500.0,19/10/87,Primary School,Employer,17.0,4.0,Pisces
862,19/9/05,Necessary,American,2055/12/16,49.0,Homemaker,7000.0,2/12/78,Professional,Employer,27.0,2.0,Sagittarius
863,19/9/08,Necessary,American,1976/06/22,32.0,Employer,3000.0,13/3/95,High School,Employer,10.0,2.0,Cancer
864,19/9/11,Necessary,American,2066/12/19,44.0,Psychologist,15000.0,28/7/90,Professional,Employer,20.0,2.0,Sagittarius
865,19/10/00,Voluntary,American,2072/10/05,28.0,Homemaker,2600.0,1/12/95,Professional,Employer,4.0,1.0,Libra
866,19/10/09,Necessary,American,2037/04/17,72.0,Teacher,1000.0,28/1/67,Primary School,Employer,42.0,2.0,Aries
867,19/10/09,Necessary,American,1981/10/20,27.0,Homemaker,3000.0,11/11/02,High School,Employer,6.0,1.0,Libra
868,19/10/10,Necessary,American,2068/09/20,42.0,Clinical Chemist,6000.0,19/1/90,Professional,Employer,19.0,2.0,Virgo
869,19/10/12,Necessary,American,1973/06/01,39.0,Homemaker,6000.0,19/4/90,Secondary School,Employer,22.0,2.0,Gemini
870,19/10/12,Necessary,American,1976/11/04,36.0,Homemaker,4000.0,20/10/00,Professional,Employer,12.0,2.0,Scorpio
871,19/11/02,Voluntary,American,2072/07/18,30.0,Homemaker,2300.0,7/5/91,Professional,Employer,11.0,1.0,Cancer
872,19/11/03,Voluntary,American,1974/12/24,28.0,Homemaker,3000.0,19/6/91,High School,Employer,12.0,3.0,Capricorn
873,19/11/08,Voluntary,American,2055/01/17,53.0,Homemaker,301740.0,26/6/82,Secondary School,Employer,26.0,3.0,Capricorn
874,19/11/09,Necessary,American,2054/10/24,55.0,Employer,13000.0,27/12/83,Professional,Employer,21.0,2.0,Scorpio
875,19/11/09,Necessary,American,1979/05/18,30.0,Homemaker,7000.0,6/12/04,Professional,Employer,5.0,1.0,Taurus
876,19/12/03,Voluntary,American,1975/10/07,28.0,Homemaker,3000.0,16/5/97,High School,Employer,6.0,1.0,Libra
877,19/12/03,Voluntary,American,2072/10/30,31.0,Cook,7000.0,27/7/98,Professional,Establishment,5.0,1.0,Scorpio
878,19/12/03,Voluntary,American,1979/04/10,24.0,Homemaker,4000.0,17/1/00,High School,Employer,3.0,1.0,Aries
879,19/12/05,Necessary,American,1977/12/18,27.0,Secretary,9500.0,15/7/00,Professional,Employer,5.0,1.0,Sagittarius
880,19/12/07,Necessary,American,2063/09/03,44.0,Dentist,10000.0,23/7/83,Professional,Employer,20.0,2.0,Virgo
881,19/12/11,Necessary,American,1985/03/15,26.0,Chemical Engineer,3600.0,15/12/04,High School,Employer,7.0,1.0,Pisces
882,19/12/12,Necessary,American,2070/03/12,42.0,Homemaker,13000.0,14/5/05,Professional,Employer,7.0,1.0,Pisces
883,19/12/12,Necessary,American,1986/06/12,26.0,Merchant,7000.0,6/12/08,Professional,Employer,4.0,1.0,Gemini
884,20/1/06,Necessary,American,1973/05/17,32.0,Housewife,6000.0,22/12/93,Secondary School,Employer,12.0,3.0,Taurus
885,20/1/10,Necessary,American,1988/05/01,22.0,Employer,3300.0,14/1/06,Professional,Employer,3.0,1.0,Taurus
886,20/1/10,Necessary,American,2065/12/16,44.0,Employer,4000.0,4/10/91,Professional,Employer,17.0,1.0,Sagittarius
887,20/2/13,Necessary,American,2061/04/22,51.0,Homemaker,3200.0,6/5/85,Secondary School,Employer,15.0,2.0,Taurus
888,20/2/13,Necessary,American,2072/10/18,40.0,Taxi Driver,8000.0,2/7/05,Professional,Employer,7.0,1.0,Libra
889,20/3/01,Voluntary,American,2067/03/28,33.0,Homemaker,3000.0,21/7/84,High School,Employer,16.0,2.0,Aries
890,20/3/02,Voluntary,American,2069/09/15,32.0,Homemaker,7000.0,9/12/95,Professional,Employer,6.0,2.0,Virgo
891,20/3/03,Voluntary,American,2066/09/03,37.0,Homemaker,2400.0,20/6/88,Secondary School,Employer,14.0,2.0,Virgo
892,20/3/09,Necessary,American,1975/06/03,34.0,Homemaker,5000.0,18/6/94,Professional,Employer,15.0,1.0,Gemini
893,20/4/01,Voluntary,American,1973/07/03,28.0,Dentist,5000.0,22/2/94,Professional,Employer,7.0,1.0,Cancer
894,20/4/04,Voluntary,American,1975/12/25,28.0,Businesswoman,4000.0,8/12/98,Professional,Establishment,5.0,1.0,Capricorn
895,20/4/09,Necessary,American,1979/03/19,30.0,Homemaker,4000.0,26/11/97,High School,Employer,3.0,2.0,Pisces
896,20/4/11,Necessary,American,1984/06/11,26.0,Publicist,8000.0,19/1/06,Professional,Employer,3.0,1.0,Gemini
897,20/4/11,Necessary,American,1978/01/06,32.0,Homemaker,8000.0,8/10/04,Professional,Employer,5.0,2.0,Capricorn
898,20/4/11,Necessary,American,2037/10/13,73.0,Professor,20000.0,25/1/75,Professional,Employer,36.0,2.0,Libra
899,20/4/11,Necessary,American,1986/06/27,24.0,Homemaker,3500.0,15/12/05,Secondary School,Employer,6.0,1.0,Cancer
900,20/4/12,Necessary,American,1976/05/12,35.0,Homemaker,5000.0,7/10/95,Professional,Employer,15.0,1.0,Taurus
901,20/4/12,Necessary,American,2061/01/08,50.0,Professor,21000.0,30/7/83,Professional,Unemployed,29.0,2.0,Capricorn
902,20/5/05,Necessary,American,2072/01/30,33.0,Homemaker,2000.0,25/5/91,Secondary School,Employer,13.0,2.0,Aquarius
903,20/5/08,Necessary,American,2069/05/28,38.0,Homemaker,4300.0,7/2/91,Professional,Employer,16.0,2.0,Gemini
904,20/5/09,Necessary,American,2067/11/10,41.0,Nurse,3000.0,5/8/89,Professional,Employer,19.0,2.0,Scorpio
905,20/5/09,Necessary,American,2057/06/08,51.0,Homemaker,8000.0,9/3/85,Professional,Employer,24.0,2.0,Gemini
906,20/5/10,Necessary,American,1976/10/30,33.0,Homemaker,2200.0,11/10/93,Secondary School,Employer,2.0,2.0,Scorpio
907,20/5/10,Necessary,American,2067/10/20,42.0,Dentist,11000.0,25/10/93,Professional,Employer,17.0,2.0,Libra
908,20/5/11,Necessary,American,1973/07/03,38.0,Cook,10000.0,18/4/02,Professional,Employer,9.0,1.0,Cancer
909,20/5/11,Necessary,American,2065/04/14,46.0,Publicist,8000.0,27/12/86,Professional,Employer,25.0,3.0,Aries
910,20/5/11,Necessary,American,1975/10/06,35.0,Psychologist,5000.0,15/10/94,Professional,Employer,18.0,4.0,Libra
911,20/5/13,Necessary,American,1980/08/11,32.0,Merchant,4000.0,5/1/08,Professional,Employer,5.0,1.0,Leo
912,20/6/07,Necessary,American,2070/07/06,37.0,Homemaker,4300.0,18/10/94,Primary School,Employer,12.0,2.0,Cancer
913,20/6/08,Necessary,American,1974/06/13,34.0,Dentist,6000.0,7/8/00,Professional,Employer,7.0,1.0,Gemini
914,20/7/01,Voluntary,American,2059/09/27,41.0,Homemaker,2600.0,17/5/75,Secondary School,Employer,26.0,3.0,Libra
915,20/7/09,Necessary,American,2069/11/05,40.0,Homemaker,5000.0,3/8/01,High School,Employer,7.0,1.0,Scorpio
916,20/8/01,Voluntary,American,1974/12/26,26.0,Homemaker,6000.0,16/7/93,High School,Employer,8.0,3.0,Capricorn
917,20/8/08,Necessary,American,2065/02/09,42.0,Dentist,6000.0,16/4/93,Professional,Employer,15.0,2.0,Aquarius
918,20/9/00,Voluntary,American,2044/05/24,56.0,Dentist,5000.0,23/12/67,Professional,Employer,32.0,3.0,Gemini
919,20/9/02,Voluntary,American,2061/03/26,41.0,Homemaker,4200.0,19/12/86,Professional,Employer,15.0,2.0,Aries
920,20/9/07,Necessary,American,2051/12/17,55.0,Homemaker,4336.0,4/4/75,Secondary School,Employer,18.0,2.0,Sagittarius
921,20/9/12,Necessary,American,2067/11/27,44.0,Dentist,5500.0,30/6/89,Professional,Employer,22.0,2.0,Sagittarius
922,20/10/00,Voluntary,American,2057/02/22,43.0,Public Accountant,13000.0,27/9/82,Professional,Employer,18.0,1.0,Pisces
923,20/10/08,Necessary,American,1983/09/10,25.0,Homemaker,2400.0,22/7/05,High School,Employer,2.0,1.0,Virgo
924,20/10/10,Necessary,American,1979/08/22,31.0,Homemaker,6000.0,2/7/99,Professional,Employer,11.0,3.0,Leo
925,20/11/07,Necessary,American,2072/02/15,35.0,Technician,2000.0,8/8/97,High School,Employer,10.0,2.0,Aquarius
926,20/11/07,Necessary,American,1981/06/19,26.0,Homemaker,2000.0,13/4/98,Secondary School,Employer,9.0,2.0,Gemini
927,20/11/08,Necessary,American,2068/02/24,40.0,Homemaker,8000.0,27/1/92,Professional,Employer,1.0,1.0,Pisces
928,20/12/01,Voluntary,American,2048/08/03,53.0,Homemaker,12000.0,9/12/79,Professional,Employer,22.0,1.0,Leo
929,20/12/04,Voluntary,American,1979/10/20,25.0,Homemaker,2000.0,24/3/00,Professional,Employer,4.0,1.0,Libra
930,20/12/05,Necessary,American,2054/04/01,51.0,Dentist,5000.0,29/7/83,Professional,Employer,22.0,2.0,Aries
931,20/12/11,Necessary,American,1977/05/09,34.0,Secretary,4800.0,31/5/02,Professional,Employer,9.0,1.0,Taurus
932,21/1/04,Voluntary,American,1977/06/13,26.0,Homemaker,4000.0,17/7/98,Professional,Employer,5.0,1.0,Gemini
933,21/1/05,Necessary,American,2063/05/11,41.0,Teacher,3600.0,29/12/89,Secondary School,Employer,12.0,2.0,Taurus
934,21/2/01,Voluntary,American,2067/07/09,33.0,Secretary,4000.0,21/1/91,Professional,Employer,10.0,2.0,Cancer
935,21/2/03,Voluntary,American,2058/08/30,44.0,Homemaker,5000.0,23/4/83,Secondary School,Employer,19.0,2.0,Virgo
936,21/2/07,Necessary,American,2058/08/11,48.0,Homemaker,15000.0,10/3/79,High School,Employer,27.0,2.0,Leo
937,21/2/08,Necessary,American,1975/04/15,32.0,Homemaker,6000.0,15/12/00,Professional,Employer,8.0,1.0,Aries
938,21/2/13,Necessary,American,1980/08/10,32.0,Federal Employee,4000.0,8/10/03,Professional,Employer,10.0,1.0,Leo
939,21/2/13,Necessary,American,1973/03/06,39.0,Homemaker,4000.0,27/1/06,Professional,Employer,5.0,2.0,Pisces
940,21/3/12,Necessary,American,2056/02/03,56.0,Homemaker,16000.0,27/10/79,Professional,Employer,32.0,1.0,Aquarius
941,21/4/03,Voluntary,American,1975/12/18,27.0,Homemaker,2500.0,22/7/94,High School,Employer,8.0,2.0,Sagittarius
942,21/4/06,Necessary,American,1980/03/26,26.0,Homemaker,2500.0,5/12/97,High School,Employer,7.0,1.0,Aries
943,21/4/08,Necessary,American,2058/03/01,50.0,Homemaker,4500.0,22/8/81,Professional,Employer,25.0,3.0,Pisces
944,21/4/09,Necessary,American,1973/10/10,35.0,Dentist,3000.0,18/11/94,Professional,Employer,14.0,2.0,Libra
945,21/4/10,Necessary,American,2067/07/22,42.0,Accountant,5000.0,14/6/86,High School,Employer,23.0,2.0,Cancer
946,21/5/07,Necessary,American,2064/01/09,42.0,Architect,1500.0,20/7/88,Secondary School,Establishment,18.0,3.0,Capricorn
947,21/5/08,Necessary,American,1982/10/15,25.0,Homemaker,4500.0,11/2/05,Professional,Employer,3.0,1.0,Libra
948,21/5/10,Necessary,American,1975/09/16,34.0,Homemaker,17000.0,17/8/01,High School,Employer,8.0,1.0,Virgo
949,21/6/00,Voluntary,American,2063/04/30,37.0,Publicist,2000.0,16/11/85,Professional,Employer,2.0,1.0,Taurus
950,21/6/00,Voluntary,American,2066/12/05,34.0,Farmer,10000.0,2/9/87,Professional,Employer,12.0,2.0,Sagittarius
951,21/6/05,Necessary,American,2069/02/09,35.0,Homemaker,3000.0,10/1/90,High School,Employer,4.0,4.0,Aquarius
952,21/6/05,Necessary,American,2058/04/09,46.0,Homemaker,2500.0,22/11/86,Professional,Employer,19.0,2.0,Aries
953,21/6/11,Necessary,American,1985/09/10,25.0,Chemist,3500.0,31/1/03,High School,Worker,8.0,2.0,Virgo
954,21/8/00,Voluntary,American,2070/12/03,30.0,Secretary,7000.0,4/8/95,Professional,Employer,5.0,1.0,Sagittarius
955,21/8/09,Necessary,American,1974/07/24,35.0,Homemaker,1500.0,29/1/93,Secondary School,Employer,16.0,1.0,Leo
956,21/8/09,Necessary,American,1973/12/23,35.0,Employer,12000.0,27/6/98,Professional,Employer,9.0,2.0,Capricorn
957,21/8/12,Necessary,American,1980/02/22,32.0,Merchant,16000.0,19/8/03,Professional,Employer,9.0,1.0,Pisces
958,21/11/00,Voluntary,American,1978/01/25,22.0,Homemaker,1900.0,3/6/93,Secondary School,Employer,7.0,1.0,Aquarius
959,21/11/00,Necessary,American,2054/11/20,45.0,Homemaker,7648.0,26/2/78,Professional,Employer,21.0,2.0,Scorpio
960,21/11/01,Voluntary,American,2061/08/27,40.0,Homemaker,3000.0,9/2/80,Professional,Employer,20.0,2.0,Virgo
961,21/11/02,Voluntary,American,1973/11/28,28.0,Homemaker,6000.0,26/12/96,Professional,Employer,5.0,1.0,Sagittarius
962,21/11/03,Voluntary,American,2060/07/06,43.0,Homemaker,2500.0,17/12/88,Professional,Employer,14.0,1.0,Cancer
963,21/11/03,Voluntary,American,1976/12/06,27.0,Homemaker,5000.0,10/6/00,Professional,Employer,3.0,1.0,Sagittarius
964,21/11/03,Voluntary,American,2067/03/11,36.0,Homemaker,10000.0,13/6/91,Professional,Employer,12.0,1.0,Pisces
965,21/11/06,Necessary,American,1983/03/16,23.0,Architect,3000.0,14/3/05,Secondary School,Employer,1.0,1.0,Pisces
966,21/11/08,Necessary,American,2055/01/12,52.0,Homemaker,4826.0,20/5/86,Professional,Employer,22.0,2.0,Capricorn
967,21/11/08,Necessary,American,1978/03/14,30.0,Cook,10000.0,18/10/02,Professional,Employer,3.0,1.0,Pisces
968,21/11/12,Necessary,American,1980/06/17,32.0,Computer Science Graduate,12000.0,28/6/02,High School,Employer,10.0,2.0,Gemini
969,21/11/13,Necessary,American,2064/11/27,48.0,Homemaker,5000.0,14/5/87,Professional,Employer,25.0,2.0,Sagittarius
970,21/12/00,Voluntary,American,2063/09/26,37.0,Homemaker,7000.0,9/7/93,Professional,Employer,7.0,1.0,Libra
971,21/12/00,Voluntary,American,1973/05/18,27.0,Homemaker,2000.0,26/2/93,High School,Employer,7.0,2.0,Taurus
972,21/12/01,Voluntary,American,2055/08/02,46.0,Homemaker,6000.0,15/12/92,Professional,Employer,8.0,1.0,Leo
973,21/12/04,Voluntary,American,2072/03/15,32.0,Cashier,4600.0,18/7/92,Professional,Employer,12.0,2.0,Pisces
974,21/12/05,Necessary,American,2068/08/23,37.0,Homemaker,16000.0,3/6/94,Professional,Employer,11.0,2.0,Virgo
975,21/12/06,Necessary,American,1976/07/09,30.0,Homemaker,10000.0,26/3/93,High School,Employer,11.0,2.0,Cancer
976,21/12/09,Voluntary,American,2049/08/07,60.0,Professor,8400.0,20/3/70,High School,Employer,39.0,3.0,Leo
977,21/12/09,Necessary,American,1975/11/08,34.0,Homemaker,10000.0,6/8/03,Professional,Employer,6.0,1.0,Scorpio
978,21/12/10,Necessary,American,1977/08/16,33.0,Homemaker,8000.0,2/7/03,Professional,Employer,7.0,1.0,Leo
979,21/12/10,Necessary,American,2059/09/17,51.0,Businesswoman,5000.0,27/3/79,Professional,Employer,29.0,3.0,Virgo
980,21/12/11,Voluntary,American,2057/04/09,54.0,Accountant,3500.0,20/2/82,High School,Employer,29.0,2.0,Aries
981,21/12/11,Necessary,American,1973/08/11,38.0,Psychologist,6000.0,4/8/00,Professional,Employer,11.0,1.0,Leo
982,21/12/12,Necessary,American,1978/10/05,34.0,Homemaker,6500.0,5/3/05,Professional,Employer,5.0,1.0,Libra
983,22/1/03,Voluntary,American,2064/03/10,38.0,Public Accountant,2000.0,26/12/83,Professional,Employer,19.0,3.0,Pisces
984,22/1/10,Necessary,American,1985/06/04,24.0,Homemaker,2500.0,6/6/07,High School,Employer,3.0,1.0,Gemini
985,22/1/13,Necessary,American,2070/06/21,42.0,Homemaker,13000.0,11/12/97,Professional,Employer,15.0,2.0,Cancer
986,22/1/14,Necessary,American,1979/02/28,34.0,Homemaker,4500.0,2/12/99,High School,Employer,13.0,4.0,Pisces
987,22/2/01,Voluntary,American,2071/05/07,29.0,Teacher,1200.0,2/11/94,High School,Employer,6.0,1.0,Taurus
988,22/2/02,Voluntary,American,2071/08/26,30.0,Homemaker,30000.0,25/10/96,High School,Employer,5.0,1.0,Virgo
989,22/2/05,Necessary,American,2069/10/12,35.0,Photographer,6000.0,23/7/94,High School,Employer,10.0,2.0,Libra
990,22/2/11,Necessary,American,2064/03/16,46.0,Homemaker,14000.0,5/7/86,Professional,Employer,24.0,2.0,Pisces
991,22/3/05,Necessary,American,2059/04/01,46.0,Graduate,4000.0,18/2/84,Professional,Employer,21.0,2.0,Aries
992,22/3/11,Necessary,American,2070/03/09,40.0,Homemaker,6000.0,19/3/94,Professional,Employer,17.0,2.0,Pisces
993,22/4/10,Necessary,American,2064/10/29,45.0,Dentist,7000.0,20/5/87,Professional,Employer,19.0,2.0,Scorpio
994,22/4/10,Necessary,American,2065/01/10,44.0,Homemaker,8500.0,22/2/90,Professional,Employer,20.0,2.0,Capricorn
995,22/4/10,Necessary,American,1973/10/10,36.0,Homemaker,1500.0,17/7/93,High School,Employer,7.0,2.0,Libra
996,22/5/00,Voluntary,American,1974/03/02,26.0,Homemaker,1200.0,10/11/94,Secondary School,Employer,5.0,1.0,Pisces
997,22/5/01,Voluntary,American,2049/12/21,51.0,Homemaker,5500.0,3/3/70,High School,Employer,31.0,3.0,Sagittarius
998,22/5/03,Voluntary,American,2067/08/04,36.0,Homemaker,6452.0,6/11/95,Professional,Employer,7.0,1.0,Leo
999,22/5/06,Necessary,American,1973/10/05,33.0,Homemaker,18000.0,3/9/93,Professional,Employer,13.0,1.0,Libra
1000,22/5/06,Necessary,American,1978/05/14,28.0,Seamstress,5000.0,8/2/02,Professional,Employer,4.0,1.0,Taurus
1001,22/6/01,Voluntary,American,2047/07/11,53.0,Secretary,8000.0,16/12/83,Professional,Employer,17.0,2.0,Cancer
1002,22/6/06,Necessary,American,2051/02/15,55.0,Secretary,7000.0,20/2/80,Professional,Employer,26.0,1.0,Aquarius
1003,22/6/09,Necessary,American,2067/02/02,42.0,Homemaker,2100.0,13/7/92,Primary School,Employer,2.0,2.0,Aquarius
1004,22/8/01,Voluntary,American,2054/05/19,47.0,Educator,3000.0,23/6/79,Professional,Employer,22.0,2.0,Taurus
1005,22/8/02,Voluntary,American,1976/10/17,25.0,Homemaker,1200.0,9/5/94,Primary School,Employer,8.0,1.0,Libra
1006,22/8/06,Necessary,American,2061/09/20,44.0,Teacher,2500.0,23/1/82,High School,Employer,25.0,3.0,Virgo
1007,22/8/11,Necessary,American,2066/10/01,45.0,Homemaker,5000.0,17/1/86,High School,Employer,23.0,3.0,Libra
1008,22/9/00,Voluntary,American,2068/01/22,32.0,Homemaker,1300.0,9/11/88,High School,Employer,11.0,1.0,Aquarius
1009,22/9/00,Voluntary,American,2068/05/06,32.0,Demo Specialist,3000.0,4/4/92,Professional,Employer,8.0,2.0,Taurus
1010,22/9/08,Necessary,American,2071/05/25,37.0,Homemaker,3000.0,11/12/91,Secondary School,Employer,16.0,2.0,Gemini
1011,22/10/03,Voluntary,American,2057/09/22,46.0,Homemaker,18000.0,17/6/78,Professional,Employer,25.0,2.0,Virgo
1012,22/10/03,Voluntary,American,2056/09/19,47.0,Homemaker,20000.0,21/4/80,High School,Employer,23.0,2.0,Virgo
1013,22/10/09,Necessary,American,1974/02/09,35.0,Teacher,8000.0,6/6/98,Professional,Unemployed,11.0,2.0,Aquarius
1014,22/10/09,Necessary,American,1976/06/06,33.0,Homemaker,4000.0,14/9/94,High School,Employer,6.0,2.0,Gemini
1015,22/11/02,Voluntary,American,2054/11/20,47.0,Accountant,3000.0,8/9/72,Primary School,Establishment,30.0,1.0,Scorpio
1016,22/11/02,Voluntary,American,2072/04/18,30.0,Homemaker,4000.0,8/12/93,Professional,Employer,8.0,1.0,Aries
1017,22/11/07,Necessary,American,1974/12/08,33.0,Homemaker,6000.0,21/8/98,Professional,Employer,9.0,1.0,Sagittarius
1018,22/11/12,Necessary,American,2071/05/18,41.0,Dentist,8000.0,1/10/03,Professional,Employer,9.0,1.0,Taurus
1019,22/12/06,Voluntary,American,2038/12/15,67.0,Professor,4087.0,19/4/69,Professional,Employer,37.0,2.0,Sagittarius
1020,23/1/01,Voluntary,American,2056/01/31,44.0,Public Accountant,10000.0,18/12/81,Professional,Employer,19.0,2.0,Aquarius
1021,23/1/04,Voluntary,American,2071/12/02,32.0,Homemaker,5000.0,19/10/96,Professional,Employer,7.0,1.0,Sagittarius
1022,23/1/12,Necessary,American,1977/10/28,34.0,Homemaker,14000.0,1/4/00,Professional,Employer,10.0,3.0,Scorpio
1023,23/2/01,Voluntary,American,1973/01/11,27.0,Homemaker,3000.0,4/6/94,Professional,Employer,6.0,1.0,Capricorn
1024,23/2/10,Necessary,American,2058/12/04,51.0,Homemaker,5000.0,28/12/85,Professional,Employer,21.0,2.0,Sagittarius
1025,23/2/12,Necessary,American,2052/01/31,60.0,Dentist,20000.0,11/8/73,Professional,Employer,38.0,2.0,Aquarius
1026,23/2/15,Voluntary,American,1976/11/08,38.0,Accountant,6000.0,7/6/04,Secondary School,Employer,10.0,2.0,Scorpio
1027,23/3/04,Voluntary,American,1982/07/26,21.0,Homemaker,7000.0,8/9/00,High School,Employer,3.0,1.0,Leo
1028,23/3/11,Necessary,American,1980/08/16,30.0,Homemaker,5000.0,12/8/05,Professional,Employer,5.0,1.0,Leo
1029,23/4/08,Necessary,American,2071/02/19,37.0,Dentist,7000.0,16/5/98,Professional,Employer,9.0,2.0,Pisces
1030,23/4/12,Voluntary,American,2056/11/14,55.0,Publicist,70000.0,30/8/80,Professional,Employer,31.0,2.0,Scorpio
1031,23/5/03,Voluntary,American,1974/10/11,28.0,Homemaker,10000.0,14/2/98,Professional,Employer,5.0,1.0,Libra
1032,23/5/06,Necessary,American,2065/12/12,40.0,Homemaker,13000.0,14/10/88,Professional,Employer,17.0,2.0,Sagittarius
1033,23/5/07,Necessary,American,1973/07/06,33.0,Homemaker,8000.0,29/1/93,Professional,Employer,13.0,3.0,Cancer
1034,23/5/07,Necessary,American,2060/07/11,46.0,Homemaker,3200.0,29/7/78,Secondary School,Employer,28.0,3.0,Cancer
1035,23/5/07,Necessary,American,2064/10/02,43.0,Architect,8000.0,12/5/86,Secondary School,Establishment,19.0,2.0,Libra
1036,23/5/11,Necessary,American,2069/08/25,41.0,Homemaker,7000.0,29/8/98,Professional,Employer,11.0,2.0,Virgo
1037,23/5/12,Necessary,American,1984/10/22,27.0,Homemaker,5000.0,6/5/05,High School,Employer,7.0,2.0,Libra
1038,23/5/13,Voluntary,American,2060/03/13,53.0,Dentist,6000.0,28/9/82,Professional,Employer,31.0,2.0,Pisces
1039,23/6/00,Voluntary,American,1973/11/18,26.0,Psychologist,3600.0,30/12/98,Professional,Employer,1.0,1.0,Scorpio
1040,23/6/00,Voluntary,American,1980/09/21,19.0,Homemaker,800.0,30/4/97,High School,Employer,1.0,1.0,Virgo
1041,23/6/09,Necessary,American,1974/09/20,34.0,Homemaker,3000.0,20/8/96,Professional,Employer,7.0,1.0,Virgo
1042,23/6/11,Necessary,American,1983/10/25,27.0,Psychologist,7000.0,2/3/07,Professional,Employer,3.0,1.0,Scorpio
1043,23/6/14,Necessary,American,1989/01/01,25.0,Homemaker,1700.0,6/9/06,Secondary School,Employer,8.0,1.0,Capricorn
1044,23/7/04,Voluntary,American,1977/04/15,27.0,Dentist,7000.0,27/12/97,Professional,Employer,6.0,1.0,Aries
1045,23/7/07,Necessary,American,1984/01/15,23.0,Homemaker,12000.0,25/11/05,Professional,Employer,1.0,1.0,Capricorn
1046,23/7/08,Necessary,American,2072/01/14,36.0,Secretary,2000.0,30/4/97,Professional,Employer,11.0,1.0,Capricorn
1047,23/7/10,Voluntary,American,2057/12/29,52.0,Homemaker,2300.0,15/6/77,High School,Employer,33.0,2.0,Capricorn
1048,23/7/10,Necessary,American,1977/09/29,32.0,Homemaker,5000.0,13/4/02,Professional,Employer,7.0,1.0,Libra
1049,23/7/13,Necessary,American,1988/06/25,25.0,Doctor,3500.0,26/7/06,Professional,Employer,6.0,1.0,Cancer
1050,23/8/02,Voluntary,American,2063/02/27,39.0,Homemaker,3000.0,14/9/85,Professional,Employer,16.0,2.0,Pisces
1051,23/8/11,Necessary,American,1980/09/22,30.0,Homemaker,5000.0,27/7/01,Professional,Employer,6.0,1.0,Virgo
1052,23/8/12,Necessary,American,1978/03/16,34.0,Homemaker,10000.0,4/9/03,Professional,Employer,8.0,1.0,Pisces
1053,23/9/02,Voluntary,American,2071/02/19,31.0,Homemaker,2000.0,28/11/91,Secondary School,Employer,10.0,2.0,Pisces
1054,23/9/03,Voluntary,American,1978/11/02,25.0,Homemaker,1100.0,11/12/95,Secondary School,Employer,7.0,1.0,Scorpio
1055,23/9/10,Necessary,American,2069/12/19,40.0,Architect,5000.0,25/3/88,High School,Self-Employed Worker in the Street,21.0,2.0,Sagittarius
