Id,Divorce Date,Divorce Type,Nationality Female,DOB Female,Age Female,Occupation Female,Income Female,Marriage Date,Education Female,Employment Female,Marriage Year,Number Children,Zodiac_Sign
1,9/6/06,Necessary,American,1983/08/01,22.0,Homemaker,1800.0,26/6/00,Secondary School,Employer,5.0,1.0,Leo
2,1/2/11,Necessary,American,2070/02/16,40.0,Homemaker,5000.0,2/2/00,Professional,Employer,2.0,2.0,Aquarius
3,1/3/05,Necessary,American,2069/05/25,35.0,Homemaker,4500.0,10/9/91,Secondary School,Employer,10.0,2.0,Gemini
4,1/3/05,Necessary,American,2067/03/19,37.0,Employer,4000.0,1/2/93,High School,Employer,10.0,2.0,Pisces
5,1/3/06,Necessary,American,1976/08/20,29.0,Homemaker,7000.0,12/11/98,Professional,Employer,7.0,1.0,Leo
6,1/3/07,Necessary,American,2066/07/06,40.0,Homemaker,2500.0,30/4/96,High School,Employer,11.0,1.0,Cancer
7,1/3/07,Necessary,American,2062/05/17,44.0,Homemaker,4000.0,19/3/87,Professional,Employer,19.0,3.0,Taurus
8,1/3/10,Necessary,American,1976/08/16,33.0,Homemaker,3800.0,22/3/02,Professional,Employer,3.0,1.0,Leo
9,1/4/02,Voluntary,American,2067/07/06,34.0,Homemaker,3400.0,26/5/89,High School,Employer,12.0,2.0,Cancer
10,1/4/08,Necessary,American,2070/11/17,37.0,Homemaker,4200.0,30/5/01,Professional,Employer,5.0,1.0,Scorpio
11,1/4/09,Voluntary,American,2065/01/14,44.0,Homemaker,6500.0,12/4/85,Professional,Employer,23.0,1.0,Capricorn
12,1/4/09,Necessary,American,2063/11/26,45.0,Homemaker,7000.0,27/1/86,Professional,Employer,22.0,2.0,Sagittarius
13,1/6/04,Voluntary,American,1977/11/20,26.0,Homemaker,3000.0,28/11/98,Professional,Employer,5.0,1.0,Scorpio
14,1/6/12,Necessary,American,1973/01/09,38.0,Homemaker,6000.0,13/10/95,High School,Employer,13.0,2.0,Capricorn
15,1/6/12,Necessary,American,2070/04/20,42.0,Secretary,7000.0,23/12/97,Professional,Employer,10.0,2.0,Taurus
16,1/7/02,Voluntary,American,2051/06/06,51.0,Homemaker,14000.0,22/2/85,Professional,Employer,17.0,1.0,Gemini
17,1/7/03,Voluntary,American,2071/12/07,31.0,Homemaker,2000.0,12/4/91,High School,Employer,12.0,2.0,Sagittarius
18,1/7/13,Necessary,American,1982/05/01,31.0,Stylist,7000.0,30/1/07,Professional,Employer,4.0,1.0,Taurus
19,1/8/00,Voluntary,American,2062/09/30,37.0,Secretary,2800.0,4/9/92,Professional,Employer,7.0,2.0,Libra
20,1/8/00,Voluntary,American,2072/08/25,27.0,Teacher,1700.0,27/5/95,High School,Employer,5.0,1.0,Virgo
21,1/8/03,Voluntary,American,2070/07/06,33.0,Homemaker,2500.0,14/5/92,High School,Employer,11.0,2.0,Cancer
22,1/8/03,Voluntary,American,2071/06/14,32.0,Accountant,1500.0,24/10/92,High School,Establishment,11.0,3.0,Gemini
23,1/8/11,Necessary,American,1978/12/12,32.0,Homemaker,6000.0,10/6/02,Professional,Employer,9.0,1.0,Sagittarius
24,1/8/11,Necessary,American,1982/11/24,28.0,Merchant,6000.0,29/5/02,Professional,Employer,9.0,2.0,Sagittarius
25,1/9/00,Voluntary,American,1976/10/29,23.0,Secretary,3400.0,19/12/94,Professional,Employer,3.0,1.0,Scorpio
26,1/9/04,Voluntary,American,1978/06/29,26.0,Homemaker,8300.0,28/5/99,Professional,Employer,5.0,1.0,Cancer
27,1/9/08,Necessary,American,2071/08/31,36.0,Homemaker,10000.0,10/8/93,Professional,Employer,15.0,2.0,Virgo
28,1/9/08,Necessary,American,2063/07/04,45.0,Homemaker,10000.0,24/12/94,Professional,Employer,13.0,2.0,Cancer
29,1/9/08,Necessary,American,1977/05/30,31.0,Homemaker,6000.0,13/12/03,Professional,Employer,15.0,2.0,Gemini
30,1/11/00,Voluntary,American,2062/06/18,38.0,Homemaker,4000.0,27/12/80,High School,Employer,19.0,3.0,Gemini
31,1/11/12,Voluntary,American,2061/03/18,51.0,Housewife,3500.0,8/10/88,Professional,Employer,24.0,1.0,Pisces
32,1/12/04,Voluntary,American,2067/10/03,37.0,Secretary,4800.0,20/12/91,Professional,Employer,12.0,2.0,Libra
33,1/12/08,Necessary,American,2056/12/14,51.0,Architect,3500.0,4/6/88,Secondary School,Establishment,13.0,2.0,Sagittarius
34,1/12/09,Necessary,American,2070/03/17,39.0,Homemaker,5000.0,18/7/92,Professional,Employer,13.0,2.0,Pisces
35,1/12/09,Necessary,American,2063/02/09,46.0,Homemaker,6890.0,20/12/89,Professional,Employer,16.0,1.0,Aquarius
36,1/12/09,Necessary,American,1976/01/28,33.0,Employer,6000.0,6/2/04,Professional,Employer,4.0,1.0,Aquarius
37,2/1/01,Voluntary,American,2064/11/27,36.0,Secretary,3000.0,8/3/89,Professional,Employer,11.0,2.0,Sagittarius
38,2/2/10,Necessary,American,2071/02/12,38.0,Teacher,300.0,2/9/94,Secondary School,Employer,12.0,2.0,Aquarius
39,2/2/12,Necessary,American,1985/04/11,26.0,Homemaker,6000.0,14/11/09,High School,Employer,2.0,1.0,Aries
40,2/3/04,Voluntary,American,1974/10/16,29.0,Homemaker,5000.0,27/11/98,Professional,Employer,5.0,1.0,Libra
41,2/3/04,Voluntary,American,2063/04/04,40.0,Secretary,5000.0,30/5/86,Professional,Employer,17.0,3.0,Aries
42,2/3/04,Voluntary,American,1983/10/10,20.0,Homemaker,2000.0,24/1/00,Secondary School,Unemployed,3.0,1.0,Libra
43,2/3/06,Necessary,American,2071/09/10,34.0,Graduate,5000.0,13/4/02,Professional,Employer,3.0,1.0,Virgo
44,2/3/09,Necessary,American,2061/07/25,47.0,Dentist,12000.0,23/9/88,Professional,Employer,20.0,2.0,Leo
45,2/3/09,Necessary,American,2069/08/22,39.0,Homemaker,8000.0,9/9/94,Professional,Employer,14.0,2.0,Leo
46,2/4/01,Voluntary,American,2071/05/30,29.0,Homemaker,2000.0,28/11/92,High School,Employer,8.0,1.0,Gemini
47,2/4/01,Voluntary,American,1973/01/10,27.0,Stylist,1000.0,21/8/98,High School,Employer,2.0,1.0,Capricorn
48,2/4/07,Necessary,American,2057/10/20,49.0,Dentist,14000.0,23/12/89,Professional,Employer,14.0,2.0,Libra
49,2/4/12,Voluntary,American,2070/04/06,41.0,Nurse,6000.0,8/10/88,High School,Employer,25.0,1.0,Aries
50,2/5/00,Voluntary,American,2070/12/13,29.0,Homemaker,3000.0,24/8/91,Professional,Employer,8.0,2.0,Sagittarius
51,2/5/03,Voluntary,American,2067/09/15,35.0,Homemaker,8000.0,16/12/94,Professional,Employer,8.0,3.0,Virgo
52,2/5/06,Necessary,American,2064/07/17,41.0,Homemaker,10000.0,25/5/94,Professional,Employer,11.0,1.0,Cancer
53,2/5/06,Necessary,American,1981/03/25,25.0,Homemaker,4000.0,21/8/02,Professional,Employer,3.0,1.0,Aries
54,2/5/06,Necessary,American,2068/02/03,38.0,Homemaker,2000.0,19/11/90,Secondary School,Employer,15.0,3.0,Aquarius
55,2/5/11,Necessary,American,1986/10/11,24.0,Nurse,7000.0,16/1/09,Professional,Employer,2.0,1.0,Libra
56,2/5/11,Necessary,American,2072/05/03,39.0,Dentist,4000.0,17/11/01,Professional,Employer,9.0,1.0,Taurus
57,2/5/11,Necessary,American,2050/07/27,60.0,Homemaker,10000.0,17/11/79,High School,Employer,32.0,2.0,Leo
58,2/5/12,Necessary,American,1973/10/25,38.0,Homemaker,2480.0,7/4/93,High School,Employer,19.0,1.0,Scorpio
59,2/6/05,Necessary,American,2056/09/07,48.0,Homemaker,6000.0,22/12/75,Professional,Employer,29.0,2.0,Virgo
60,2/6/06,Necessary,American,1974/06/07,31.0,Homemaker,5000.0,19/12/98,Professional,Employer,7.0,2.0,Gemini
61,2/6/10,Necessary,American,1977/08/31,32.0,Architect,5000.0,3/4/98,Professional,Employer,12.0,3.0,Virgo
62,2/7/03,Voluntary,American,2071/09/17,31.0,Homemaker,4000.0,2/6/95,Professional,Employer,8.0,1.0,Virgo
63,2/7/08,Necessary,American,2062/02/19,46.0,Homemaker,1000.0,2/5/03,Professional,Employer,3.0,3.0,Pisces
64,2/7/09,Necessary,American,1977/09/10,31.0,Homemaker,2000.0,20/3/96,High School,Employer,10.0,2.0,Virgo
65,2/7/14,Necessary,American,2072/11/12,41.0,Homemaker,12000.0,13/9/06,Professional,Employer,7.0,2.0,Scorpio
66,2/9/03,Voluntary,American,2070/05/26,33.0,Businesswoman,5000.0,10/9/99,Professional,Establishment,3.0,1.0,Gemini
67,2/9/03,Voluntary,American,2069/02/02,34.0,Homemaker,3000.0,19/9/89,High School,Employer,13.0,3.0,Aquarius
68,2/9/04,Voluntary,American,2064/09/23,39.0,Homemaker,2000.0,3/11/89,Professional,Employer,15.0,1.0,Libra
69,2/9/10,Necessary,American,1986/02/09,24.0,Dentist,2000.0,3/9/07,Professional,Employer,3.0,1.0,Aquarius
70,2/9/13,Necessary,American,2071/04/24,42.0,Homemaker,15000.0,15/11/91,Professional,Employer,21.0,3.0,Taurus
71,2/10/01,Voluntary,American,2072/04/01,29.0,Accountant,2000.0,25/2/95,Secondary School,Employer,6.0,1.0,Aries
72,2/10/06,Voluntary,American,2046/09/11,59.0,Homemaker,18000.0,6/4/81,Professional,Employer,24.0,1.0,Virgo
73,2/10/06,Necessary,American,2072/01/08,34.0,Homemaker,5800.0,12/8/89,High School,Employer,17.0,2.0,Capricorn
74,2/10/06,Necessary,American,1974/02/26,32.0,Homemaker,8000.0,22/7/93,Professional,Employer,13.0,1.0,Pisces
75,2/10/09,Necessary,American,1975/04/02,34.0,Homemaker,3000.0,29/4/99,Professional,Employer,9.0,1.0,Aries
76,2/10/09,Necessary,American,1973/06/13,36.0,Homemaker,10000.0,13/7/02,Professional,Employer,5.0,1.0,Gemini
77,2/10/13,Necessary,American,1977/04/01,36.0,Merchant,10800.0,30/11/96,Professional,Employer,9.0,2.0,Aries
78,2/12/09,Necessary,American,2068/07/19,41.0,Homemaker,6000.0,8/7/03,Professional,Employer,6.0,1.0,Cancer
79,2/12/11,Necessary,American,1977/11/20,34.0,Doctor,5000.0,17/8/99,Professional,Employer,12.0,1.0,Scorpio
80,2/12/11,Necessary,American,2071/05/27,40.0,Secretary,6200.0,26/4/97,Professional,Employer,14.0,1.0,Gemini
81,2/12/14,Voluntary,American,2056/10/01,58.0,Journalist,20000.0,20/7/85,Professional,Employer,29.0,2.0,Libra
82,3/1/01,Voluntary,American,2070/10/24,30.0,Dentist,4000.0,15/2/93,Professional,Employer,7.0,2.0,Scorpio
83,3/1/02,Voluntary,American,2063/07/23,38.0,Publicist,10000.0,1/8/92,Professional,Employer,9.0,1.0,Leo
84,3/1/12,Voluntary,American,2055/09/05,56.0,Secretary,5000.0,16/12/83,Professional,Employer,28.0,2.0,Virgo
85,3/1/13,Necessary,American,1979/06/18,33.0,Homemaker,10000.0,26/5/07,Professional,Employer,5.0,1.0,Gemini
86,3/2/10,Voluntary,American,2057/02/05,52.0,Homemaker,6200.0,27/3/78,High School,Employer,30.0,2.0,Aquarius
87,3/3/04,Voluntary,American,2069/05/29,34.0,Dentist,5500.0,14/7/92,Professional,Employer,11.0,3.0,Gemini
88,3/3/04,Voluntary,American,2060/05/14,43.0,Employer,2800.0,7/6/86,Professional,Employer,17.0,2.0,Taurus
89,3/3/08,Necessary,American,2057/04/14,50.0,Homemaker,2000.0,26/4/73,Primary School,Employer,26.0,5.0,Aries
90,3/3/11,Necessary,American,2071/04/28,39.0,Homemaker,15000.0,29/4/95,Professional,Employer,15.0,3.0,Taurus
91,3/3/11,Necessary,American,1977/03/02,34.0,Homemaker,3000.0,17/6/91,Secondary School,Employer,19.0,1.0,Pisces
92,3/4/02,Voluntary,American,2070/07/30,31.0,Homemaker,5000.0,20/4/96,Professional,Employer,5.0,2.0,Leo
93,3/4/02,Voluntary,American,2059/07/28,42.0,Homemaker,8000.0,25/6/91,Professional,Employer,10.0,2.0,Leo
94,3/4/03,Voluntary,American,2069/08/22,33.0,Homemaker,5000.0,25/6/94,High School,Employer,8.0,1.0,Leo
95,3/4/07,Necessary,American,1979/08/26,27.0,Dentist,7000.0,4/5/05,Professional,Employer,1.0,1.0,Virgo
96,3/4/07,Necessary,American,2072/07/26,34.0,Homemaker,6000.0,26/2/01,Professional,Employer,6.0,1.0,Leo
97,3/4/08,Necessary,American,2068/02/06,39.0,Secretary,11174.0,17/12/94,Professional,Employer,14.0,1.0,Aquarius
98,3/5/02,Voluntary,American,2063/04/11,38.0,Homemaker,90000.0,17/12/84,Primary School,Employer,17.0,2.0,Aries
99,3/5/06,Voluntary,American,2056/11/27,49.0,Journalist,6000.0,16/4/05,Professional,Unemployed,1.0,2.0,Sagittarius
100,3/5/12,Necessary,American,2072/07/01,40.0,Secretary,4000.0,17/9/98,Professional,Employer,13.0,1.0,Cancer
101,3/5/13,Necessary,American,2072/04/12,40.0,Dentist,8000.0,20/9/01,Professional,Employer,12.0,1.0,Aries
102,3/6/02,Voluntary,American,2071/12/31,30.0,Homemaker,5000.0,30/12/92,Professional,Employer,9.0,1.0,Capricorn
103,3/6/02,Voluntary,American,2067/02/27,35.0,Homemaker,4400.0,8/6/91,Professional,Employer,10.0,1.0,Pisces
104,3/6/09,Voluntary,American,2064/05/06,45.0,Teacher,8000.0,1/8/89,Secondary School,Employer,29.0,2.0,Taurus
105,3/6/14,Necessary,American,1973/02/13,41.0,Homemaker,10000.0,17/2/06,Professional,Employer,9.0,1.0,Aquarius
106,3/6/14,Necessary,American,1989/01/29,25.0,Homemaker,8000.0,27/5/11,High School,Employer,2.0,1.0,Aquarius
107,3/7/00,Voluntary,American,2061/09/18,38.0,Architect,6000.0,5/6/81,High School,Establishment,1.0,1.0,Virgo
108,3/7/01,Voluntary,American,2053/06/30,48.0,Graduate,20000.0,21/9/74,Professional,Employer,26.0,2.0,Cancer
109,3/7/01,Voluntary,American,2061/09/20,39.0,Homemaker,1200.0,28/4/81,High School,Employer,20.0,3.0,Virgo
110,3/7/03,Voluntary,American,2061/08/26,41.0,Homemaker,8000.0,2/6/95,Professional,Employer,8.0,1.0,Virgo
111,3/7/12,Necessary,American,2070/07/12,41.0,Homemaker,8000.0,22/10/92,Professional,Employer,20.0,1.0,Cancer
112,3/8/01,Voluntary,American,2070/05/29,31.0,Teacher,4000.0,3/7/99,Worker,Employer,2.0,1.0,Gemini
113,3/8/09,Necessary,American,2064/09/03,45.0,Secretary,10000.0,20/3/93,Professional,Employer,16.0,1.0,Virgo
114,3/8/09,Necessary,American,1981/02/05,28.0,Homemaker,2800.0,7/5/02,Secondary School,Employer,7.0,1.0,Aquarius
115,3/9/07,Necessary,American,1974/04/04,33.0,Homemaker,6500.0,30/10/90,High School,Employer,16.0,3.0,Aries
116,3/9/07,Necessary,American,2062/06/07,45.0,Architect,5500.0,28/1/84,Professional,Employer,23.0,1.0,Gemini
117,3/9/13,Necessary,American,1980/02/29,33.0,Retired Teacher,10000.0,9/10/98,Professional,Employer,15.0,1.0,Pisces
118,3/10/01,Voluntary,American,2063/06/06,38.0,Secretary,4400.0,30/7/85,Professional,Employer,16.0,2.0,Gemini
119,3/10/01,Voluntary,American,2061/05/13,40.0,Homemaker,800.0,5/6/82,Secondary School,Employer,19.0,3.0,Taurus
120,3/10/08,Necessary,American,1981/10/16,26.0,Homemaker,6000.0,21/8/06,Professional,Employer,1.0,1.0,Libra
121,3/10/08,Voluntary,American,2065/03/06,43.0,Architect,5000.0,13/2/85,Secondary School,Establishment,23.0,3.0,Pisces
122,3/10/12,Necessary,American,1984/12/08,28.0,Homemaker,4000.0,29/9/06,Professional,Employer,4.0,1.0,Sagittarius
123,3/11/08,Necessary,American,1976/12/04,32.0,Homemaker,6000.0,18/8/95,Professional,Employer,12.0,3.0,Sagittarius
124,3/11/09,Necessary,American,2060/08/22,49.0,Educator,6000.0,12/1/90,Professional,Employer,19.0,2.0,Leo
125,3/11/09,Necessary,American,1978/05/04,31.0,Homemaker,3700.0,22/9/99,High School,Employer,10.0,2.0,Taurus
126,3/11/11,Necessary,American,1979/02/02,32.0,Homemaker,6000.0,25/7/01,Professional,Employer,10.0,1.0,Aquarius
127,3/11/11,Necessary,American,2069/12/05,42.0,Homemaker,24000.0,17/10/98,Professional,Employer,13.0,3.0,Sagittarius
128,3/12/01,Voluntary,American,2052/04/09,49.0,Homemaker,10000.0,16/3/74,Professional,Employer,27.0,4.0,Aries
129,3/12/01,Voluntary,American,2066/03/21,35.0,Homemaker,1600.0,16/4/88,Secondary School,Employer,13.0,3.0,Aries
130,3/12/04,Voluntary,American,2053/08/23,51.0,Secretary,14000.0,17/12/81,Professional,Employer,22.0,2.0,Virgo
131,3/12/04,Voluntary,American,2051/12/08,53.0,Educator,10000.0,29/8/81,Professional,Employer,23.0,3.0,Sagittarius
132,3/12/07,Necessary,American,2061/01/26,46.0,Homemaker,2500.0,10/5/86,Professional,Employer,25.0,2.0,Aquarius
133,3/12/08,Necessary,American,2068/01/17,40.0,Teacher,1750.0,3/2/90,High School,Employer,18.0,2.0,Capricorn
134,3/12/08,Necessary,American,2051/06/21,57.0,Professor,3500.0,7/5/81,Professional,Employer,27.0,2.0,Cancer
135,3/12/09,Necessary,American,2057/05/18,52.0,Dentist,10000.0,11/4/79,Professional,Employer,9.0,2.0,Taurus
136,4/1/01,Voluntary,American,2054/05/01,46.0,Architect,3000.0,31/8/31,Professional,Establishment,30.0,4.0,Taurus
137,4/1/12,Necessary,American,2059/02/13,52.0,Psychologist,14000.0,28/8/76,Professional,Employer,29.0,3.0,Aquarius
138,4/2/02,Voluntary,American,2070/04/12,31.0,Employer,13000.0,11/7/97,High School,Employer,4.0,1.0,Aries
139,4/2/05,Voluntary,American,2052/09/18,52.0,Public Accountant,26000.0,9/4/72,Professional,Employer,32.0,2.0,Virgo
140,4/2/10,Necessary,American,1973/09/11,36.0,Homemaker,4200.0,22/6/02,High School,Employer,6.0,1.0,Virgo
141,4/2/10,Necessary,American,2067/07/31,42.0,Homemaker,6500.0,18/2/93,Professional,Employer,14.0,1.0,Leo
142,4/2/11,Necessary,American,2067/01/08,43.0,Psychologist,12000.0,30/3/96,Professional,Employer,14.0,1.0,Capricorn
143,4/2/14,Necessary,American,1988/08/28,25.0,Homemaker,6000.0,25/4/08,Secondary School,Employer,5.0,2.0,Virgo
144,4/3/04,Voluntary,American,2067/10/19,36.0,Dentist,5000.0,3/9/90,Professional,Employer,13.0,3.0,Libra
145,4/3/04,Voluntary,American,1976/04/13,27.0,Homemaker,3200.0,31/3/99,High School,Employer,4.0,1.0,Aries
146,4/3/11,Necessary,American,1982/09/24,28.0,Homemaker,3800.0,9/5/00,Secondary School,Employer,10.0,3.0,Libra
147,4/4/08,Necessary,American,2064/03/26,44.0,Architect,3500.0,25/10/86,High School,Employer,21.0,2.0,Aries
148,4/4/14,Necessary,American,1975/07/23,38.0,Homemaker,5000.0,28/6/02,Professional,Employer,12.0,2.0,Leo
149,4/5/07,Necessary,American,2067/03/06,39.0,Secretary,8000.0,10/12/88,Professional,Employer,15.0,1.0,Pisces
150,4/5/11,Necessary,American,1973/07/19,37.0,Public Accountant,7000.0,24/10/01,Professional,Employer,10.0,2.0,Cancer
151,4/6/02,Voluntary,American,2068/07/01,34.0,Homemaker,3200.0,12/5/90,Secondary School,Employer,12.0,1.0,Cancer
152,4/6/02,Voluntary,American,2056/12/27,45.0,Homemaker,3000.0,12/11/91,High School,Employer,10.0,1.0,Capricorn
153,4/6/07,Necessary,American,1976/07/13,30.0,Homemaker,1400.0,6/12/99,High School,Employer,7.0,1.0,Cancer
154,4/7/00,Voluntary,American,2060/09/02,40.0,Secretary,4000.0,27/8/82,Professional,Employer,17.0,1.0,Virgo
155,4/7/03,Voluntary,American,2059/08/29,43.0,Homemaker,4800.0,10/8/90,Professional,Employer,12.0,1.0,Virgo
156,4/7/08,Necessary,American,2065/06/01,43.0,Homemaker,9000.0,28/9/93,Professional,Employer,14.0,2.0,Gemini
157,4/7/11,Necessary,American,1976/05/02,35.0,Architect,3400.0,18/7/97,Primary School,Self-Employed Worker in the Street,13.0,2.0,Taurus
158,4/8/03,Voluntary,American,2064/08/06,39.0,Homemaker,2600.0,11/3/85,Professional,Employer,18.0,2.0,Leo
159,4/8/03,Voluntary,American,1973/04/02,30.0,Homemaker,8000.0,17/6/00,Professional,Employer,3.0,1.0,Aries
160,4/9/03,Voluntary,American,1977/06/16,26.0,Homemaker,8000.0,24/3/97,Professional,Employer,6.0,1.0,Gemini
161,4/9/06,Necessary,American,2072/06/08,34.0,Secretary,5000.0,5/8/94,Professional,Employer,12.0,1.0,Gemini
162,4/10/01,Voluntary,American,2039/03/13,62.0,Homemaker,4000.0,2/4/52,Primary School,Employer,48.0,7.0,Pisces
163,4/10/02,Voluntary,Polish,2072/08/30,30.0,Cashier,4000.0,15/8/98,Professional,Employer,4.0,1.0,Virgo
164,4/10/02,Voluntary,American,2067/05/19,35.0,Homemaker,10000.0,9/4/99,Professional,Employer,3.0,1.0,Taurus
165,4/10/06,Necessary,American,2068/03/27,38.0,Homemaker,4000.0,8/5/93,Professional,Employer,13.0,2.0,Aries
166,4/10/10,Necessary,American,2068/11/27,41.0,Farmer,15000.0,28/11/98,Professional,Establishment,9.0,2.0,Sagittarius
167,4/10/11,Necessary,American,1978/11/03,33.0,Teacher,4000.0,10/2/98,Secondary School,Works from Home,13.0,1.0,Scorpio
168,4/10/11,Necessary,American,2071/11/07,40.0,Journalist,10000.0,29/3/90,Professional,Employer,21.0,2.0,Scorpio
169,4/10/12,Voluntary,American,2067/06/10,44.0,Dentist,10000.0,18/12/92,Professional,Employer,19.0,1.0,Gemini
170,4/10/12,Voluntary,American,2059/04/17,53.0,Doctor,5500.0,31/8/78,Professional,Employer,34.0,2.0,Aries
171,4/11/13,Voluntary,American,2062/08/20,51.0,Teacher,1000.0,26/5/84,Primary School,Worker,29.0,2.0,Leo
172,4/12/00,Voluntary,American,2070/10/15,30.0,Administrator,1500.0,7/10/93,Secondary School,Employer,7.0,1.0,Libra
173,4/12/00,Voluntary,American,2065/09/01,35.0,Homemaker,3000.0,11/7/87,Professional,Employer,3.0,1.0,Virgo
174,4/12/01,Voluntary,American,1974/01/30,27.0,Homemaker,4000.0,10/12/93,Professional,Employer,7.0,1.0,Aquarius
175,4/12/02,Voluntary,American,1982/02/24,20.0,Homemaker,3000.0,14/12/98,Professional,Employer,3.0,1.0,Pisces
176,4/12/03,Voluntary,American,2068/06/11,35.0,Homemaker,8000.0,20/12/96,Professional,Employer,6.0,1.0,Gemini
177,4/12/03,Voluntary,American,2069/06/07,34.0,Homemaker,5000.0,15/12/87,Professional,Employer,15.0,2.0,Gemini
178,4/12/06,Necessary,American,2059/03/09,47.0,Homemaker,6640.0,1/8/81,Professional,Employer,25.0,1.0,Pisces
179,4/12/06,Necessary,American,1974/04/24,32.0,Employer,5000.0,20/8/99,Professional,Employer,7.0,2.0,Taurus
180,4/12/12,Necessary,American,1979/02/03,33.0,Homemaker,15000.0,24/11/01,Professional,Employer,11.0,1.0,Aquarius
181,5/2/13,Necessary,American,1977/08/22,35.0,Homemaker,3000.0,28/10/95,High School,Employer,16.0,2.0,Leo
182,5/3/03,Voluntary,American,2064/04/30,37.0,Homemaker,10000.0,21/12/85,Professional,Unemployed,13.0,2.0,Taurus
183,5/3/03,Voluntary,American,2066/05/15,36.0,Dentist Surgeon,8000.0,21/8/87,Professional,Employer,15.0,1.0,Taurus
184,5/3/03,Voluntary,American,2072/07/26,30.0,Publicist,4000.0,24/5/97,Professional,Employer,5.0,1.0,Leo
185,5/3/03,Voluntary,American,2067/04/21,35.0,Publicist,4000.0,12/2/86,Professional,Establishment,17.0,2.0,Taurus
186,5/3/04,Voluntary,American,2067/01/04,36.0,Homemaker,2000.0,2/5/95,High School,Employer,8.0,1.0,Capricorn
187,5/3/04,Voluntary,American,2059/04/07,44.0,Architect,6000.0,21/7/75,Secondary School,Establishment,28.0,1.0,Aries
188,5/4/02,Voluntary,American,2061/01/24,41.0,Homemaker,6500.0,14/7/83,Professional,Employer,18.0,2.0,Aquarius
189,5/4/02,Voluntary,American,2057/07/30,44.0,Homemaker,3000.0,18/3/74,Secondary School,Employer,27.0,3.0,Leo
190,5/4/12,Necessary,American,2072/09/19,39.0,Merchant,12000.0,3/3/00,Professional,Employer,11.0,2.0,Virgo
191,5/6/02,Voluntary,American,2067/01/24,35.0,Homemaker,3000.0,18/1/82,Secondary School,Employer,20.0,2.0,Aquarius
192,5/6/03,Voluntary,American,2063/06/12,39.0,Homemaker,5000.0,28/6/86,Professional,Employer,16.0,2.0,Gemini
193,5/6/14,Necessary,American,2071/11/20,42.0,Accountant,15000.0,20/12/02,High School,Employer,12.0,2.0,Scorpio
194,5/7/00,Voluntary,American,2053/10/31,46.0,Dentist,8000.0,22/12/75,Professional,Employer,24.0,1.0,Scorpio
195,5/7/02,Voluntary,American,2071/07/16,30.0,Homemaker,4000.0,14/2/96,High School,Employer,6.0,1.0,Cancer
196,5/7/02,Voluntary,American,2061/04/28,41.0,Journalist,5000.0,9/1/93,Professional,Employer,9.0,2.0,Taurus
197,5/7/13,Necessary,American,1981/03/29,32.0,Homemaker,6000.0,1/6/00,Professional,Employer,10.0,2.0,Aries
198,5/8/02,Voluntary,American,2056/03/19,46.0,Doctor,10000.0,23/2/85,Professional,Employer,17.0,2.0,Pisces
199,5/8/03,Voluntary,American,2061/02/07,42.0,Homemaker,7000.0,9/8/86,Professional,Employer,18.0,1.0,Aquarius
200,5/8/09,Necessary,American,2072/09/18,36.0,Employer,4000.0,21/6/96,Professional,Employer,13.0,2.0,Virgo
201,5/9/00,Voluntary,American,2058/12/20,41.0,Secretary,4500.0,26/10/79,Professional,Employer,20.0,2.0,Sagittarius
202,5/9/03,Voluntary,American,1976/03/02,27.0,Homemaker,1500.0,5/10/95,High School,Employer,7.0,2.0,Pisces
203,5/9/03,Voluntary,American,2059/01/24,44.0,Homemaker,10000.0,14/5/79,Professional,Employer,24.0,3.0,Aquarius
204,5/9/05,Necessary,American,2043/03/18,62.0,Homemaker,10000.0,9/7/71,Professional,Employer,34.0,3.0,Pisces
205,5/9/05,Necessary,American,2057/05/30,48.0,Journalist,25000.0,6/4/77,Professional,Employer,28.0,3.0,Gemini
206,5/9/05,Necessary,American,2046/11/22,58.0,Secretary,15000.0,12/9/96,Professional,Employer,9.0,3.0,Sagittarius
207,5/9/11,Necessary,American,1979/09/23,31.0,Homemaker,20000.0,10/9/05,Professional,Employer,5.0,1.0,Libra
208,5/9/11,Necessary,American,2066/05/23,45.0,Homemaker,4000.0,17/8/89,Professional,Employer,22.0,2.0,Gemini
209,5/9/12,Necessary,American,1988/06/04,24.0,Homemaker,12000.0,14/4/07,Professional,Employer,5.0,1.0,Gemini
210,5/10/01,Voluntary,American,2064/02/21,37.0,Publicist,14000.0,14/2/91,Professional,Employer,10.0,2.0,Pisces
